source,target
Slayer,Anthrax (American band)
Slayer,Primus (band)
Slayer,Pantera
Slayer,Sepultura
Slayer,Rainbow (rock band)
Slayer,Ozzy Osbourne
Slayer,W.A.S.P. (band)
Slayer,Killswitch Engage
Slayer,Aerosmith
Slayer,Volbeat
Slayer,Scorpions (band)
Slayer,Lamb of God (band)
Slayer,Trivium (band)
Slayer,Iron Maiden
Slayer,Motörhead
Slayer,Van Halen
Slayer,Deep Purple
Slayer,Avenged Sevenfold
Slayer,Metallica
Slayer,System of a Down
Slayer,Black Sabbath
Slayer,Led Zeppelin
Slayer,Slipknot (band)
Slayer,Megadeth
Slayer,Judas Priest
Slayer,Marilyn Manson (band)
Slayer,Tool (band)
Slipknot (band),Korn
Slipknot (band),Judas Priest
Slipknot (band),Pantera
Slipknot (band),Radiohead
Slipknot (band),Slayer
Slipknot (band),Stone Sour
Slipknot (band),Beastie Boys
Slipknot (band),Queen (band)
Slipknot (band),Lamb of God (band)
Slipknot (band),Deftones
Slipknot (band),Kiss (band)
Slipknot (band),Bruce Springsteen
Slipknot (band),Iron Maiden
Slipknot (band),Jimi Hendrix
Slipknot (band),Anthrax (American band)
Slipknot (band),White Zombie (band)
Slipknot (band),Metallica
Slipknot (band),Led Zeppelin
Slipknot (band),Sepultura
Slipknot (band),The Cure
Slipknot (band),Faith No More
Slipknot (band),Megadeth
Slipknot (band),Limp Bizkit
Slipknot (band),Run-DMC
Slipknot (band),Black Sabbath
Slipknot (band),Pearl Jam
Slipknot (band),The Clash
Slipknot (band),Nine Inch Nails
Slipknot (band),Alice in Chains
Slipknot (band),Mudvayne
Sly and the Family Stone,Aerosmith
Sly and the Family Stone,Steve Winwood
Sly and the Family Stone,Funkadelic
Sly and the Family Stone,John Mayer
Sly and the Family Stone,Red Hot Chili Peppers
Sly and the Family Stone,Roxy Music
Sly and the Family Stone,Parliament (band)
Sly and the Family Stone,Pink Floyd
Small Faces,Faces (band)
Small Faces,Bad Company
Small Faces,Roxy Music
Small Faces,Foreigner (band)
Small Faces,Sex Pistols
Small Faces,Paul McCartney
Small Faces,Elvis Presley
Small Faces,Bob Dylan
Small Faces,Peter Frampton
Small Faces,Rod Stewart
Smash Mouth,Audioslave
Smash Mouth,The Monkees
Smash Mouth,Run-DMC
Smash Mouth,Alanis Morissette
Smash Mouth,Gin Blossoms
Smash Mouth,John Fogerty
Smash Mouth,Simple Minds
Smash Mouth,Def Leppard
Smash Mouth,Queen (band)
Smash Mouth,Chris Cornell
Smash Mouth,Blues Traveler
Smash Mouth,Soundgarden
Smash Mouth,The Beatles
Smokie (band),Status Quo (band)
Smokie (band),The Sweet
Snow Patrol,Jane's Addiction
Snow Patrol,U2
Snow Patrol,INXS
Snow Patrol,John Lennon
Snow Patrol,Oasis (band)
Snow Patrol,Ozzy Osbourne
Snow Patrol,Coldplay
Social Distortion,Eddie Cochran
Social Distortion,Journey (band)
Social Distortion,Volbeat
Social Distortion,New York Dolls
Social Distortion,Incubus (band)
Social Distortion,Bruce Springsteen
Social Distortion,The Offspring
Social Distortion,Flogging Molly
Social Distortion,Avenged Sevenfold
Social Distortion,Pearl Jam
Social Distortion,Black Veil Brides
Social Distortion,Foo Fighters
Social Distortion,Rise Against
Social Distortion,Bob Dylan
Sonic Youth,Lou Reed
Sonic Youth,Neil Young
Sonic Youth,The Rolling Stones
Sonic Youth,Elvis Costello
Sonic Youth,Jimi Hendrix
Sonic Youth,Nirvana (band)
Sonic Youth,Black Sabbath
Sonic Youth,Pearl Jam
Sonic Youth,Hole (band)
Sonic Youth,Pixies (band)
Soundgarden,Pink Floyd
Soundgarden,Faith No More
Soundgarden,Joy Division
Soundgarden,Chris Cornell
Soundgarden,Rage Against the Machine
Soundgarden,The Offspring
Soundgarden,The Beatles
Soundgarden,Nirvana (band)
Soundgarden,Metallica
Soundgarden,Guns N' Roses
Soundgarden,Black Sabbath
Soundgarden,Pearl Jam
Soundgarden,Led Zeppelin
Soundgarden,Alice in Chains
Soundgarden,Audioslave
Soundgarden,Red Hot Chili Peppers
Soundgarden,Ramones
Soundgarden,Foo Fighters
Soundgarden,Skid Row (American band)
Soundgarden,Evanescence
Soundgarden,Accept (band)
Soundgarden,Kiss (band)
Soundgarden,Nine Inch Nails
Staind,P.O.D.
Staind,Finger Eleven
Staind,Stone Temple Pilots
Staind,Van Halen
Staind,Soundgarden
Staind,Nirvana (band)
Staind,Metallica
Staind,Black Sabbath
Staind,Pearl Jam
Staind,Led Zeppelin
Staind,Alice in Chains
Staind,Three Days Grace
Staind,Shinedown
Staind,Creed (band)
Staind,Tool (band)
Staind,Nickelback
Staind,Limp Bizkit
Staind,Pantera
Staind,Flyleaf (band)
Staind,Rage Against the Machine
Staind,Deftones
Staind,Halestorm
Staind,Kiss (band)
Staind,Korn
Staind,Whitesnake
Staind,Pink Floyd
Staind,Sepultura
Staind,James Taylor
Staind,Faith No More
Staind,Godsmack
Staind,Slayer
Starset,Deftones
Starset,Halestorm
Starset,Nine Inch Nails
Starset,Linkin Park
Starset,Thirty Seconds to Mars
Starset,Seether
Starset,Breaking Benjamin
Starset,Muse (band)
Starset,Led Zeppelin
Starset,Shinedown
Starship (band),Jefferson Starship
Starship (band),Jefferson Airplane
Starship (band),Survivor (band)
Starship (band),Foreigner (band)
Starship (band),Whitesnake
Status Quo (band),Deep Purple
Status Quo (band),Lynyrd Skynyrd
Status Quo (band),Uriah Heep (band)
Status Quo (band),Traffic (band)
Status Quo (band),Steve Winwood
Status Quo (band),John Fogerty
Status Quo (band),Creedence Clearwater Revival
Status Quo (band),Rainbow (rock band)
Status Quo (band),Ozzy Osbourne
Status Quo (band),Fleetwood Mac
Status Quo (band),The Beach Boys
Status Quo (band),Queen (band)
Status Quo (band),10cc
Steely Dan,The Band
Steely Dan,The Rolling Stones
Steely Dan,Radiohead
Steely Dan,Eagles (band)
Steely Dan,Dire Straits
Steely Dan,Toto (band)
Steely Dan,Sheryl Crow
Steely Dan,The Doobie Brothers
Steely Dan,Steve Miller Band
Steely Dan,Steve Winwood
Steppenwolf (band),W.A.S.P. (band)
Steppenwolf (band),Three Dog Night
Steppenwolf (band),Eddie Cochran
Steppenwolf (band),Rod Stewart
Steve Miller Band,Chicago (band)
Steve Miller Band,Journey (band)
Steve Miller Band,Paul McCartney
Steve Miller Band,Chuck Berry
Steve Vai,Tool (band)
Steve Vai,Limp Bizkit
Steve Vai,Joe Satriani
Steve Vai,Frank Zappa
Steve Vai,Korn
Steve Vai,Whitesnake
Steve Vai,Ozzy Osbourne
Steve Vai,Alice Cooper
Steve Vai,Motörhead
Steve Vai,Van Halen
Steve Vai,Jimi Hendrix
Steve Vai,Led Zeppelin
Steve Winwood,Cream (band)
Steve Winwood,Traffic (band)
Steve Winwood,Rod Stewart
Steve Winwood,George Harrison
Steve Winwood,Bo Diddley
Steve Winwood,Joe Cocker
Steve Winwood,Phil Collins
Steve Winwood,Billy Joel
Steve Winwood,Eric Clapton
Steve Winwood,Lou Reed
Steve Winwood,Jimi Hendrix
Steve Winwood,Bryan Ferry
Steve Winwood,Fleetwood Mac
Steve Winwood,Chuck Berry
Stevie Nicks,Eagles (band)
Stevie Nicks,Buddy Holly
Stevie Nicks,The Everly Brothers
Stevie Nicks,Jimi Hendrix
Stevie Nicks,Fleetwood Mac
Stevie Nicks,Kenny Loggins
Stevie Nicks,Don Henley
Stevie Nicks,Tom Petty and the Heartbreakers
Stevie Nicks,Joe Walsh
Stevie Nicks,Sheryl Crow
Stevie Nicks,Billy Joel
Stevie Nicks,Rod Stewart
Stevie Nicks,Crowded House
Stevie Nicks,Led Zeppelin
Stevie Nicks,Janis Joplin
Stevie Nicks,Hole (band)
Stevie Nicks,The Pretenders
Stevie Nicks,Bob Dylan
Stevie Ray Vaughan,The Moody Blues
Stevie Ray Vaughan,The Kinks
Stevie Ray Vaughan,Jackson Browne
Stevie Ray Vaughan,John Mayer
Stevie Ray Vaughan,David Bowie
Stevie Ray Vaughan,Ozzy Osbourne
Stevie Ray Vaughan,Alice Cooper
Stevie Ray Vaughan,Chuck Berry
Stevie Ray Vaughan,Eric Clapton
Stevie Ray Vaughan,Bryan Adams
Stevie Ray Vaughan,Chris Cornell
Stevie Ray Vaughan,Ted Nugent
Stevie Ray Vaughan,Jimi Hendrix
Stevie Ray Vaughan,ZZ Top
Stevie Ray Vaughan,Uriah Heep (band)
Stevie Ray Vaughan,Robert Plant
Sting (musician),Manfred Mann
Sting (musician),Billy Joel
Sting (musician),Cream (band)
Sting (musician),Elton John
Sting (musician),Rod Stewart
Sting (musician),Phil Collins
Sting (musician),John Mayer
Sting (musician),Peter Gabriel
Sting (musician),James Taylor
Sting (musician),Bob Dylan
Sting (musician),Eric Clapton
Sting (musician),Dire Straits
Sting (musician),AC/DC
Sting (musician),Bruce Springsteen
Sting (musician),Frank Zappa
Sting (musician),Paul McCartney
Sting (musician),Donovan
Stone Sour,Avenged Sevenfold
Stone Sour,Alice in Chains
Stone Sour,Slipknot (band)
Stone Sour,Skid Row (American band)
Stone Sour,Theory of a Deadman
Stone Sour,Chevelle (band)
Stone Sour,Yes (band)
Stone Sour,Halestorm
Stone Sour,Skillet (band)
Stone Sour,Genesis (band)
Stone Sour,Pink Floyd
Stone Sour,Godsmack
Stone Temple Pilots,Kiss (band)
Stone Temple Pilots,Neil Young
Stone Temple Pilots,Pink Floyd
Stone Temple Pilots,David Bowie
Stone Temple Pilots,Aerosmith
Stone Temple Pilots,Rage Against the Machine
Stone Temple Pilots,Live (band)
Stone Temple Pilots,Linkin Park
Stone Temple Pilots,Soundgarden
Stone Temple Pilots,Led Zeppelin
Stone Temple Pilots,Alice in Chains
Stone Temple Pilots,Robert Plant
Stone Temple Pilots,Megadeth
Stone Temple Pilots,Red Hot Chili Peppers
Stone Temple Pilots,Bob Dylan
Stone Temple Pilots,Velvet Revolver
Stone Temple Pilots,Bush (British band)
Stone Temple Pilots,Filter (band)
Styx (band),Tesla (band)
Styx (band),Damn Yankees (band)
Styx (band),Yes (band)
Styx (band),Kansas (band)
Styx (band),Queen (band)
Styx (band),REO Speedwagon
Styx (band),Foreigner (band)
Styx (band),Jimi Hendrix
Sublime (band),Red Hot Chili Peppers
Sublime (band),Beastie Boys
Sublime (band),Sublime with Rome
Sublime (band),The Doors
Sublime (band),Frank Zappa
Sublime (band),Grateful Dead
Sublime (band),ABBA
Sublime (band),Jimi Hendrix
Sublime (band),No Doubt
Sublime (band),Nirvana (band)
Sublime with Rome,Slipknot (band)
Sublime with Rome,Deftones
Sublime with Rome,Sublime (band)
Sublime with Rome,The Offspring
Sublime with Rome,311 (band)
Sublime with Rome,No Doubt
Sum 41,Simple Plan
Sum 41,Avril Lavigne
Sum 41,Kiss (band)
Sum 41,Linkin Park
Sum 41,Finger Eleven
Sum 41,Iron Maiden
Sum 41,The Offspring
Sum 41,Iggy Pop
Sum 41,Weezer
Sum 41,Anthrax (American band)
Sum 41,Metallica
Sum 41,Guns N' Roses
Sum 41,Tenacious D
Sum 41,Megadeth
Sum 41,Judas Priest
Sum 41,Papa Roach
Sum 41,Foo Fighters
Sum 41,Beastie Boys
Sum 41,Nirvana (band)
Sum 41,Green Day
Sum 41,AC/DC
Sum 41,Korn
Sum 41,Dio (band)
Sum 41,Ozzy Osbourne
Sum 41,Good Charlotte
Sum 41,Billy Talent
Sum 41,Slayer
Sum 41,John Lennon
Sum 41,Elvis Costello
Sum 41,Mötley Crüe
Sum 41,Bowling for Soup
Sum 41,Rage Against the Machine
Supertramp,Queen (band)
Supertramp,Pink Floyd
Supertramp,America (band)
Supertramp,Alice Cooper
Survivor (band),Queen (band)
Survivor (band),Bryan Adams
Survivor (band),REO Speedwagon
Survivor (band),38 Special (band)
Survivor (band),Cheap Trick
System of a Down,Def Leppard
System of a Down,Frank Zappa
System of a Down,Slipknot (band)
System of a Down,Depeche Mode
System of a Down,Rush (band)
System of a Down,Grateful Dead
System of a Down,David Bowie
System of a Down,Ozzy Osbourne
System of a Down,Scorpions (band)
System of a Down,Radiohead
System of a Down,Slayer
System of a Down,Incubus (band)
System of a Down,Kiss (band)
System of a Down,Iron Maiden
System of a Down,Van Halen
System of a Down,The Beatles
System of a Down,Rammstein
System of a Down,Avenged Sevenfold
System of a Down,Metallica
System of a Down,Jane's Addiction
System of a Down,Led Zeppelin
System of a Down,Red Hot Chili Peppers
System of a Down,The Kinks
System of a Down,Morrissey
System of a Down,Run-DMC
System of a Down,Black Sabbath
System of a Down,Deftones
System of a Down,Alice in Chains
T. Rex (band),My Chemical Romance
T. Rex (band),New York Dolls
T. Rex (band),R.E.M.
T. Rex (band),Morrissey
T. Rex (band),David Bowie
T. Rex (band),Panic! at the Disco
T. Rex (band),Joy Division
T. Rex (band),Smokie (band)
T. Rex (band),Oasis (band)
T. Rex (band),Ringo Starr
T. Rex (band),Iggy Pop
T. Rex (band),Sex Pistols
Talking Heads,Primus (band)
Talking Heads,David Bowie
Talking Heads,Parliament-Funkadelic
Talking Heads,Live (band)
Talking Heads,No Doubt
Talking Heads,Foals (band)
Talking Heads,INXS
Talking Heads,Ramones
Talking Heads,Roxy Music
Talking Heads,Radiohead
Talking Heads,Franz Ferdinand (band)
Talking Heads,U2
Talking Heads,Crash Test Dummies
Talking Heads,Blondie (band)
Ted Nugent,Little Richard
Ted Nugent,Damn Yankees (band)
Ted Nugent,Chuck Berry
Ted Nugent,Foreigner (band)
Ted Nugent,Kid Rock
Ted Nugent,Stone Temple Pilots
Ted Nugent,Motörhead
Ted Nugent,Jimi Hendrix
Ted Nugent,Bo Diddley
Ted Nugent,Anthrax (American band)
Ted Nugent,Paul McCartney
Ted Nugent,Nickelback
Ted Nugent,Ramones
Ted Nugent,Skid Row (American band)
Ted Nugent,Mitch Ryder
Ted Nugent,Styx (band)
Ted Nugent,Pearl Jam
Ted Nugent,Meat Loaf
Ted Nugent,Frank Zappa
Ted Nugent,Pantera
Ten Years After,Elvis Presley
Ten Years After,Slade
Tenacious D,REO Speedwagon
Tenacious D,Kid Rock
Tenacious D,Iron Maiden
Tenacious D,Styx (band)
Tenacious D,Metallica
Tenacious D,Pearl Jam
Tenacious D,Led Zeppelin
Tenacious D,Sum 41
Tenacious D,Jimmy Eat World
Tenacious D,Meat Loaf
Tenacious D,Judas Priest
Tenacious D,Tool (band)
Tenacious D,Dio (band)
Tenacious D,Foo Fighters
Tenacious D,Good Charlotte
Tenacious D,Beastie Boys
Tenacious D,Weezer
Tenacious D,Jack White
Tenacious D,ABBA
Tenacious D,Slayer
Tenacious D,Beck
Tesla (band),Poison (American band)
Tesla (band),Def Leppard
Tesla (band),Alice Cooper
Tesla (band),Queen (band)
Tesla (band),Styx (band)
Tesla (band),Led Zeppelin
Tesla (band),Bad Company
The Alan Parsons Project,Ambrosia (band)
The Alan Parsons Project,Pink Floyd
The Alan Parsons Project,The Hollies
The All-American Rejects,Boys Like Girls
The All-American Rejects,Hoobastank
The All-American Rejects,Fall Out Boy
The All-American Rejects,Def Leppard
The All-American Rejects,Weezer
The All-American Rejects,Chicago (band)
The All-American Rejects,Paramore
The All-American Rejects,Five for Fighting
The All-American Rejects,The Cars
The All-American Rejects,My Chemical Romance
The All-American Rejects,Blink-182
The Allman Brothers Band,The Velvet Underground
The Allman Brothers Band,Chuck Berry
The Allman Brothers Band,Eric Clapton
The Allman Brothers Band,Styx (band)
The Allman Brothers Band,Led Zeppelin
The Allman Brothers Band,Lynyrd Skynyrd
The Allman Brothers Band,ZZ Top
The Allman Brothers Band,John Mellencamp
The Allman Brothers Band,Cream (band)
The Animals,Genesis (band)
The Animals,Chuck Berry
The Animals,Bruce Springsteen
The Band,Counting Crows
The Band,Cream (band)
The Band,Ringo Starr
The Band,Blues Traveler
The Band,Van Morrison
The Band,George Harrison
The Band,Led Zeppelin
The Band,Death Cab for Cutie
The Band,Bob Dylan
The Band,Elton John
The Band,Eric Clapton
The Band,Elvis Costello
The Band,Eagles (band)
The Band,Janis Joplin
The Band,Neil Young
The Band,Grateful Dead
The Band,Pink Floyd
The Band,ZZ Top
The Bangles,Simon & Garfunkel
The Bangles,Elvis Presley
The Bangles,Bob Dylan
The Bangles,Elvis Costello
The Bangles,Lou Reed
The Bangles,Paul McCartney
The Beach Boys,Pixies (band)
The Beach Boys,Small Faces
The Beach Boys,Ramones
The Beach Boys,Bob Dylan
The Beach Boys,R.E.M.
The Beach Boys,U2
The Beach Boys,Frank Zappa
The Beach Boys,Lou Reed
The Beach Boys,Chicago (band)
The Beach Boys,Grateful Dead
The Beach Boys,Hall & Oates
The Beach Boys,Donovan
The Beach Boys,James Taylor
The Beach Boys,Fleetwood Mac
The Beach Boys,Chuck Berry
The Beach Boys,Christopher Cross
The Beach Boys,Grand Funk Railroad
The Beach Boys,Roy Orbison
The Beach Boys,Ritchie Valens
The Beach Boys,Bill Haley & His Comets
The Beatles,Bee Gees
The Beatles,Buddy Holly
The Beatles,Ringo Starr
The Beatles,Gene Vincent
The Beatles,The Everly Brothers
The Beatles,Roy Orbison
The Beatles,Frank Zappa
The Beatles,Paul McCartney
The Beatles,Paul McCartney and Wings
The Beatles,Chuck Berry
The Beatles,Jerry Lee Lewis
The Beatles,Peter Frampton
The Beatles,George Harrison
The Beatles,Elvis Presley
The Beatles,Bob Dylan
The Beatles,Little Richard
The Beatles,Eddie Cochran
The Beatles,Elton John
The Beatles,Herman's Hermits
The Beatles,John Lennon
The Beatles,Eric Clapton
The Big Bopper,Eddie Cochran
The Big Bopper,Ritchie Valens
The Big Bopper,Buddy Holly
The Big Bopper,Van Halen
The Black Crowes,Metallica
The Black Crowes,ZZ Top
The Black Crowes,Tom Petty and the Heartbreakers
The Black Crowes,Led Zeppelin
The Black Crowes,Queensrÿche
The Black Crowes,The Who
The Black Crowes,R.E.M.
The Black Crowes,Mötley Crüe
The Black Crowes,Oasis (band)
The Black Crowes,AC/DC
The Black Keys,Florence and the Machine
The Black Keys,Dashboard Confessional
The Black Keys,Alice Cooper
The Black Keys,Coldplay
The Black Keys,T. Rex (band)
The Black Keys,Modest Mouse
The Black Keys,Ramones
The Black Keys,Cage the Elephant
The Boxtones,Bryan Adams
The Boxtones,Kaiser Chiefs
The Boxtones,Blur (band)
The Boxtones,The Who
The Boxtones,Elton John
The Boxtones,Florence and the Machine
The Boxtones,Europe (band)
The Byrds,Eagles (band)
The Byrds,Roy Orbison
The Byrds,Donovan
The Byrds,Tom Petty and the Heartbreakers
The Byrds,R.E.M.
The Byrds,Jefferson Airplane
The Byrds,Neil Young
The Byrds,Bob Dylan
The Byrds,"Crosby, Stills, Nash & Young"
The Cab,Boys Like Girls
The Cab,Avril Lavigne
The Cab,Blink-182
The Cab,Fall Out Boy
The Cab,Panic! at the Disco
The Cab,Dashboard Confessional
The Cab,Queen (band)
The Cab,Simple Plan
The Cab,Sum 41
The Cardigans,Talking Heads
The Cars,Weezer
The Cars,The Killers
The Cars,"Crosby, Stills, Nash & Young"
The Clash,Elvis Costello
The Clash,Arctic Monkeys
The Clash,Dropkick Murphys
The Clash,Sublime (band)
The Clash,Bruce Springsteen
The Clash,311 (band)
The Clash,Sex Pistols
The Clash,No Doubt
The Clash,Blue Öyster Cult
The Clash,Ramones
The Clash,Traffic (band)
The Clash,Green Day
The Clash,U2
The Clash,The Who
The Clash,Rise Against
The Cranberries,The Clash
The Cranberries,The Cure
The Cranberries,Duran Duran
The Cranberries,R.E.M.
The Cranberries,U2
The Cranberries,Depeche Mode
The Cranberries,Echo & the Bunnymen
The Cranberries,Joy Division
The Cranberries,Van Morrison
The Cranberries,Nirvana (band)
The Cult,Ozzy Osbourne
The Cult,Alice Cooper
The Cult,Aerosmith
The Cult,Joy Division
The Cult,Queen (band)
The Cult,Stone Temple Pilots
The Cult,Iggy Pop
The Cult,Soundgarden
The Cult,Metallica
The Cult,Guns N' Roses
The Cult,Pearl Jam
The Cult,Jane's Addiction
The Cult,Led Zeppelin
The Cult,Uriah Heep (band)
The Cult,Shinedown
The Cult,Morrissey
The Cult,Velvet Revolver
The Cult,Bush (British band)
The Cult,Foreigner (band)
The Cult,U2
The Cult,The Doors
The Cult,Kiss (band)
The Cult,AC/DC
The Cure,Paul McCartney
The Cure,Nirvana (band)
The Cure,Muse (band)
The Cure,Blink-182
The Cure,Depeche Mode
The Cure,Foals (band)
The Cure,AFI (band)
The Cure,Pink Floyd
The Cure,David Bowie
The Cure,Elvis Costello
The Cure,Queen (band)
The Cure,Deftones
The Cure,Marilyn Manson
The Cure,Nine Inch Nails
The Cure,Jimi Hendrix
The Cure,The Beatles
The Cure,Korn
The Cure,Interpol (band)
The Dave Clark Five,Billy Joel
The Dave Clark Five,Elton John
The Dave Clark Five,Kiss (band)
The Dave Clark Five,John Fogerty
The Dave Clark Five,Joan Jett
The Dave Clark Five,Paul McCartney
The Dave Clark Five,Manfred Mann
The Dave Clark Five,John Mellencamp
The Doobie Brothers,Joe Walsh
The Doobie Brothers,Christopher Cross
The Doobie Brothers,Traffic (band)
The Doobie Brothers,Steely Dan
The Doobie Brothers,Peter Frampton
The Doobie Brothers,Steve Miller Band
The Doobie Brothers,Santana (band)
The Doobie Brothers,The Allman Brothers Band
The Doobie Brothers,Creedence Clearwater Revival
The Doobie Brothers,Journey (band)
The Doobie Brothers,James Taylor
The Doobie Brothers,Kenny Loggins
The Doobie Brothers,John Lennon
The Doobie Brothers,Eric Clapton
The Doobie Brothers,Eagles (band)
The Doobie Brothers,Sheryl Crow
The Doobie Brothers,Foreigner (band)
The Doobie Brothers,Melissa Etheridge
The Doobie Brothers,Ringo Starr
The Doobie Brothers,Bruce Springsteen
The Doobie Brothers,Bon Jovi
The Doobie Brothers,Chicago (band)
The Doobie Brothers,Air Supply
The Doobie Brothers,Jackson Browne
The Doors,Creed (band)
The Doors,"Emerson, Lake & Palmer"
The Doors,Foo Fighters
The Doors,Elvis Presley
The Doors,Ten Years After
The Doors,Pearl Jam
The Doors,Sly and the Family Stone
The Doors,X (American band)
The Doors,Stone Temple Pilots
The Doors,Van Morrison
The Doors,Iggy Pop
The Doors,Jefferson Airplane
The Doors,Jane's Addiction
The Everly Brothers,Robert Plant
The Everly Brothers,Red Hot Chili Peppers
The Everly Brothers,Elvis Presley
The Everly Brothers,The Beach Boys
The Everly Brothers,Linda Ronstadt
The Everly Brothers,Bee Gees
The Everly Brothers,Buddy Holly
The Everly Brothers,Simon & Garfunkel
The Everly Brothers,Neil Young
The Everly Brothers,Hall & Oates
The Everly Brothers,Paul McCartney
The Everly Brothers,Dire Straits
The Everly Brothers,Led Zeppelin
The Fixx,Roxy Music
The Flaming Lips,Sonic Youth
The Flaming Lips,Morrissey
The Flaming Lips,Modest Mouse
The Flaming Lips,Red Hot Chili Peppers
The Flaming Lips,Cake (band)
The Flaming Lips,Beck
The Flaming Lips,Weezer
The Flaming Lips,Neil Young
The Flaming Lips,Pink Floyd
The Four Seasons (band),Bob Dylan
The Four Seasons (band),The Beatles
The Four Seasons (band),Jethro Tull (band)
The Fray,John Lennon
The Fray,U2
The Fray,Train (band)
The Fray,Keane (band)
The Fray,Counting Crows
The Fray,Bruce Springsteen
The Fray,Coldplay
The Fray,Pearl Jam
The Fray,Santana (band)
The Fray,Jimmy Eat World
The Fray,Billy Joel
The Go-Go's,Billy Joel
The Go-Go's,Elton John
The Go-Go's,Billy Idol
The Go-Go's,Green Day
The Go-Go's,The Bangles
The Go-Go's,The Police
The Guess Who,John Fogerty
The Guess Who,Bachman–Turner Overdrive
The Hives,Arctic Monkeys
The Hives,The Offspring
The Hives,Queens of the Stone Age
The Hollies,Bob Dylan
The Hollies,Elton John
The Hollies,Dan Fogelberg
The Hollies,Buddy Holly
The Hollies,The Beatles
The Hollies,Creedence Clearwater Revival
The Hollies,Bruce Springsteen
The J. Geils Band,The Rolling Stones
The J. Geils Band,Aerosmith
The J. Geils Band,The Byrds
The J. Geils Band,Kid Rock
The J. Geils Band,Bon Jovi
The J. Geils Band,Boston (band)
The J. Geils Band,Dropkick Murphys
The J. Geils Band,Peter Frampton
The J. Geils Band,Rod Stewart
The J. Geils Band,U2
The J. Geils Band,The Allman Brothers Band
The J. Geils Band,Extreme (band)
The J. Geils Band,James Taylor
The Jam,The Kinks
The Jam,Little Richard
The Jam,Chuck Berry
The Jam,Sex Pistols
The Jesus and Mary Chain,Echo & the Bunnymen
The Jesus and Mary Chain,Sublime (band)
The Jesus and Mary Chain,Nine Inch Nails
The Jesus and Mary Chain,Death Cab for Cutie
The Jesus and Mary Chain,Bo Diddley
The Jesus and Mary Chain,Pink Floyd
The Jesus and Mary Chain,New York Dolls
The Jesus and Mary Chain,Sonic Youth
The Jesus and Mary Chain,Jimmy Eat World
The Jesus and Mary Chain,Blur (band)
The Jesus and Mary Chain,Pixies (band)
The Jesus and Mary Chain,The Monkees
The Jesus and Mary Chain,Ramones
The Killers,Oasis (band)
The Killers,Green Day
The Killers,Dire Straits
The Killers,Bruce Springsteen
The Killers,Joy Division
The Killers,Morrissey
The Killers,Elton John
The Killers,Coldplay
The Killers,U2
The Killers,Lou Reed
The Killers,Depeche Mode
The Killers,Duran Duran
The Killers,David Bowie
The Killers,Elvis Presley
The Killers,Radiohead
The Kinks,Jefferson Airplane
The Kinks,Blur (band)
The Kinks,Small Faces
The Kinks,Ramones
The Kinks,Jerry Lee Lewis
The Kinks,Peter Frampton
The Kinks,Rod Stewart
The Kinks,Blondie (band)
The Kinks,Little Richard
The Kinks,Manfred Mann
The Kinks,Queen (band)
The Kinks,Oasis (band)
The Kinks,Van Halen
The Lovin' Spoonful,Herman's Hermits
The Lovin' Spoonful,Eric Clapton
The Lovin' Spoonful,Buddy Holly
The Lovin' Spoonful,Duane Eddy
The Lovin' Spoonful,Simon & Garfunkel
The Lovin' Spoonful,Grateful Dead
The Lovin' Spoonful,Chuck Berry
The Lovin' Spoonful,John Lennon
The Lovin' Spoonful,George Harrison
The Lovin' Spoonful,Steve Winwood
The Lovin' Spoonful,The Monkees
The Lovin' Spoonful,Elvis Presley
The Lovin' Spoonful,Bob Dylan
The Lumineers,U2
The Lumineers,The Cars
The Lumineers,Jack White
The Lumineers,Talking Heads
The Lumineers,Alice Cooper
The Lumineers,Tom Petty
The Lumineers,Bruce Springsteen
The Lumineers,Stevie Nicks
The Lumineers,Mumford & Sons
The Lumineers,Guns N' Roses
The Lumineers,Pearl Jam
The Lumineers,The Cure
The Lumineers,Tom Petty and the Heartbreakers
The Lumineers,Bob Dylan
The Mamas & the Papas,Paul McCartney
The Mamas & the Papas,Kenny Loggins
The Mamas & the Papas,The Beach Boys
The Mamas & the Papas,Jimi Hendrix
The Marshall Tucker Band,Charlie Daniels
The Marshall Tucker Band,Led Zeppelin
The Marshall Tucker Band,Lynyrd Skynyrd
The Marshall Tucker Band,The Allman Brothers Band
The Monkees,George Harrison
The Monkees,Sex Pistols
The Monkees,The Beatles
The Monkees,Neil Young
The Monkees,Paul McCartney
The Moody Blues,Electric Light Orchestra
The Moody Blues,T. Rex (band)
The Moody Blues,Yes (band)
The Moody Blues,Genesis (band)
The Moody Blues,Whitesnake
The Moody Blues,Judas Priest
The Moody Blues,David Bowie
The Moody Blues,John Lennon
The Moody Blues,10cc
The Moody Blues,George Harrison
The Moody Blues,Deep Purple
The Moody Blues,Led Zeppelin
The Moody Blues,Paul McCartney
The Moody Blues,Donovan
The Moody Blues,Robert Plant
The Moody Blues,Paul McCartney and Wings
The Mothers of Invention,Frank Zappa
The Mothers of Invention,Simon & Garfunkel
The Mothers of Invention,The Monkees
The Mothers of Invention,Bob Dylan
The Mothers of Invention,John Lennon
The Mothers of Invention,Ringo Starr
The Mothers of Invention,Deep Purple
The Mothers of Invention,Canned Heat
The Offspring,311 (band)
The Offspring,Weezer
The Offspring,Social Distortion
The Offspring,Sex Pistols
